"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"56048","CMNET-BEIJING-AP","China Mobile Communicaitons Corporation","CN","","","",NA
"59577","LINKCOM-LVIV-AS","LinkCom","UA","20-50Gbps","Heavy Inbound","UA",2017-05-10
"264668","NEGOCIOS Y TELEFONIA NEDETEL S.A.","NEGOCIOS Y TELEFONIA NEDETEL S.A.","EC","300-500Gbps","Mostly Inbound","EC",2016-01-15
"48330","GIGANET-UA-AS","FOP Sinev Maksim Viktorovich","UA","","","UA",2008-11-12
"263703","VIGINET C.A","VIGINET C.A","VE","300-500Gbps","Mostly Inbound","VE",2014-11-13
"59962","ShirazUniversity_ASN","Shiraz University","IR","","","IR",2014-07-22
"207772","TOPNET-AS","Top Net BG LTD","BG","","Not Disclosed","BG",2019-11-26
"52773","INTERMICRO INFORMATICA DE ITAPERUNA LTDA","INTERMICRO INFORMATICA DE ITAPERUNA LTDA","BR","","Not Disclosed","BR",2012-09-11
"200154","IZONE-AS","IZONE ISP","AZ","20-50Gbps","Balanced","AZ",2013-09-23
"16086","DNA","DNA Oyj","FI","","Mostly Inbound","FI",2000-12-18
"1680","NV-ASN","CELLCOM ltd.","IL","","Mostly Inbound","IL",1993-09-01
"15399","WANANCHI-KE","Wananchi Group","KE","100-200Gbps","Mostly Inbound","KE",2007-09-19
"202729","NETALI-NET","Jennifer Graul","DE","100-1000Mbps","Mostly Inbound","DE",2022-09-22
"5466","EIRCOM","Internet House","IE","500-1000Gbps","Mostly Inbound","IE",1995-11-15
"136335","MTEL-AS","Mtel Networks Private Limited","IN","","","",NA
"6848","TELENET-AS","Telenet BV","BE","","Heavy Inbound","BE",1996-11-29
"41148","ZOLOTAYALINIA-AS","Zolotaya Linia Ltd.","RU","","","RU",2006-06-21
"46606","UNIFIEDLAYER-AS-1","Unified Layer","US","","Heavy Outbound","US",2008-10-24
"59249","MOFNET-BD","Mowna Optical Fiber Network","BD","","Not Disclosed","BD",2013-12-05
"268701","VIVALINK INTERNET LTDA","VIVALINK INTERNET LTDA","BR","","Not Disclosed","BR",2019-02-12
"57903","IPSERVICE","Comfort XXI Century Ltd.","RU","","","RU",2012-03-08
"52624","WEB TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","WEB TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BR","","","BR",2013-04-03
"50060","ANNET","Annet Ltd.","RU","10-20Gbps","Heavy Inbound","RU",2009-11-05
"15974","VTT-AS","ISP, Saratov, Russia.","RU","","Not Disclosed","RU",2000-11-15
"28658","Gigalink de Nova Friburgo SoluiÂ¿Â½iÂ¿Â½es em Rede Multimi","Gigalink de Nova Friburgo SoluiÂ¿Â½iÂ¿Â½es em Rede Multimi","BR","20-50Gbps","Heavy Inbound","BR",2006-08-28
"48683","BI-LINK-AS","Bilink LLC","UA","","Not Disclosed","UA",2009-11-04
"53227","M.V. Martin & Cia Ltda.","M.V. Martin & Cia Ltda.","BR","","","BR",2010-11-23
"43314","DIANET-AS","JSC ""ER-Telecom Holding""","RU","","","RU",2007-07-12
"34602","STARLINK-AS","Moscow, Russia","RU","","Mostly Inbound","RU",2005-02-22
"34303","BELTELECOM","ZAO ""Sviaz Telecom""","RU","","","RU",2004-12-13
"56690","VNET-LLC-AS","VNET LLC","RU","20-50Gbps","Mostly Inbound","RU",2011-04-27
"42781","ZNETAS-KW","Zajil International Telecom Company KSCC","KW","","","KW",2007-04-16
"11404","AS-WAVE-1","Wave Broadband","US","1-5Tbps","Mostly Inbound","US",2007-03-28
"137093","ARJUN-AS-IN","Arjun Infotech","IN","","","",NA
"3223","VOXILITY","Voxility LLP","GB","1-5Tbps","Balanced","GB",2009-07-23
"133001","AIRNETNETWORKS-AS-IN","Airnet Cable And Datacom Pvt Ltd","IN","100-200Gbps","Heavy Outbound","",NA
"327687","RENU","Research and Education Network for Uganda","UG","","Not Disclosed","UG",2009-07-15
"22612","NAMECHEAP-NET","Namecheap, Inc.","US","5-10Gbps","Mostly Outbound","US",2011-06-21
"4804","MPX-AS","Microplex PTY LTD","AU","1-5Tbps","Not Disclosed","AU",1996-11-07
"21017","VSI-AS","35, Revolutsii prosp.","RU","","","RU",2001-07-27
"133726","BLUEWEB-AS","BLUEWEB NETWORK SOLUTIONS PVT.LTD.","IN","","","",NA
"208410","Artkom","ARTKOM.NET LLC","AZ","","","AZ",2022-02-28
"61406","RTA-TELECOM-AS","Zavod RTA Ltd.","RU","","","RU",2015-11-25
"328638","LETABANETWORKS","Letaba Wireless Internet CC","ZA","","Not Disclosed","ZA",2020-04-10
"25139","TVCABO-AS","TVCABO - Comunicacoes Multimedia, Lda.","MZ","10-20Gbps","Mostly Inbound","MZ",2002-08-02
"43274","TELEOS-1-AS","Teleradiocompany Teleos-1 Ltd","RU","","","RU",2007-07-05
"133933","NETSAT1-PK","NetSat Private Limited","PK","","Not Disclosed","PK",2015-01-23
"134264","DIGISTAR-AS-IN","DIGI STAR INFO SOLUTIONS PRIVATE LIMITED","IN","1-5Gbps","Balanced","",NA
"5713","SAIX-NET","SAIX-NET","ZA","10-20Gbps","Balanced","ZA",1995-09-06
"136065","IDNIC-BEENET-AS-ID","PT SOLUSI TRIMEGAH PERSADA","ID","1-5Gbps","Balanced","",NA
"20299","Newcom Limited","Newcom Limited","GT","","","GT",2001-04-20
"134879","HASHTV-AS-IN","Allianza Infoway Private Limited","IN","","","",NA
"8334","CO-2COM-AS","Moscow","RU","","","RU",1997-06-04
"37451","CongoTelecom","CONGO TELECOM","CG","50-100Gbps","Not Disclosed","CG",2013-05-29
"263520","VOA TELECOMUNICACOES EIRELI - EPP","VOA TELECOMUNICACOES EIRELI - EPP","BR","20-50Gbps","Balanced","BR",2014-01-10
"131275","LBPL-AS-AP","Logon Broadband Pvt. Limited","PK","20-50Gbps","Mostly Inbound","PK",2018-08-22
"137310","SHANGTEL-AS-ID","PT Shangkuriang Telekomunikasi Indonesia","ID","","Not Disclosed","",NA
"131459","VCPL-IN","88c, Race Course Road, Coimbatore 641018","IN","1-5Gbps","Mostly Inbound","IN",2011-07-08
"24321","OCENET-AS-AP","OCE Sdn Bhd ISP","MY","1-5Gbps","Balanced","MY",2004-12-21
"2609","TN-BB-AS","Tunisia BackBone AS","TN","50-100Gbps","Mostly Inbound","TN",1993-11-03
"199539","bcaggregation","IP Nikonova Anna Viktorovna","RU","","","RU",2023-03-06
"1267","ASN-WINDTRE","IUNET","IT","50-100Gbps","Mostly Inbound","IT",1993-09-01
"4809","CHINATELECOM-CORE-WAN-CN2","China Telecom Next Generation Carrier Network","CN","100-200Gbps","Balanced","CN",1996-01-09
"29107","SYNAPSE-AS","Private ""Stock company ""Sater""","UA","300-500Gbps","Balanced","UA",2003-06-05
"37315","CipherWave","CipherWave","ZA","50-100Gbps","Mostly Inbound","ZA",2011-04-12
"51559","NETINTERNET","Netinternet Bilisim Teknolojileri AS","TR","50-100Gbps","Balanced","TR",2010-09-28
"6300","CCI-TEXAS","Consolidated Communications, Inc.","US","","Not Disclosed","US",1998-07-16
"61921","blucomptec informatica ltda me","blucomptec informatica ltda me","BR","","","BR",2014-05-29
"133676","PNPL-AS","Precious netcom pvt ltd","IN","20-50Gbps","Not Disclosed","",NA
"139956","IDNIC-NATANET-AS-ID","CV. NATANETWORK SOLUTION","ID","100-1000Mbps","Not Disclosed","",NA
"134265","PARIMJDP-AS","Parim Infocomm Private Limited","IN","","Not Disclosed","",NA
"56823","ASCITYNET","FOP Mulyavka Vyacheslav Aleksandrovich","UA","","","UA",2011-05-23
"21107","BLICNET-AS","# BLIC.NET AS peering info","BA","","Not Disclosed","BA",2001-08-29
"51197","CAMELOTUA-AS","Mukachevo, Ukraine","UA","","","UA",2010-06-18
"206026","ipnet_kar-tel","Kar-Tel LLC","KZ","","","KZ",2017-04-07
"57993","HLink-AS","FOP Khalik Andrey Volodumurovuch","UA","","","UA",2012-03-27
"11492","CABLEONE","CABLE ONE, INC.","US","500-1000Gbps","Heavy Inbound","US",1998-09-10
"17426","PRIMENET-AS-AP","Primesoftex Ltd","IN","","Balanced","IN",2000-10-18
"262983","Net Barretos Tecnologia LTDA - ME","Net Barretos Tecnologia LTDA - ME","BR","100-200Gbps","Mostly Outbound","",NA
"61700","UAI TELECOM COMUNICACAO MULTIMIDIA LTDA","UAI TELECOM COMUNICACAO MULTIMIDIA LTDA","BR","20-50Gbps","Balanced","BR",2014-07-21
"265989","T. GARCIA COMUNICAiÂ¿Â½iÂ¿Â½ES - ME","T. GARCIA COMUNICAiÂ¿Â½iÂ¿Â½ES - ME","BR","","","BR",2017-07-21
"62355","RIPE NCC ASN block","RIPE NCC ASN block","","","Not Disclosed","",NA
"56268","SREERAM-NED1-IN","Northeast Dataa Network Pvt Ltd","IN","5-10Gbps","Balanced","IN",2011-05-09
"203622","gsp","GSP LLC","AZ","","","AZ",2015-12-01
"59833","SEVTELECOM-AS","JSC Sevastopol Telekom","RU","","","RU",2014-09-10
"60165","DIALOG-AS","Dialog Ltd.","RU","","","RU",2014-04-22
"7018","ATT-INTERNET4","AT&T Services, Inc.","US","","Mostly Inbound","US",1996-07-30
"29388","ASN-BESTCOM","Moscow, Russia","RU","","","RU",2003-08-27
"28769","STTK-AS","Joint Stock Company TransTeleCom","RU","","","RU",2003-02-19
"23756","PADINET-AS-ID","PADINET - Padi Internet","ID","1-5Gbps","Mostly Inbound","ID",2003-05-27
"55805","MOBICOM-AS-MN","MobiCom Corporation","MN","","Balanced","MN",2010-10-11
"24627","SHOWNET-KW-AS","GULFSATCOMMUNICATIONS COMPANY K.S.C.","KW","","","KW",2002-01-24
"395532","1P-WSS","Web Site Source","US","","","US",2016-09-19
"398324","CENSYS-ARIN-01","Censys, Inc.","US","","","US",2020-04-27
"37353","SEACOM-AS","Macrolan CC","ZA","1-5Gbps","Balanced","ZA",2011-07-07
"51074","MABNA","GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)","IR","10-20Gbps","Mostly Inbound","IR",2010-05-27
"17465","ASIANET","Cable ISP in India","IN","50-100Gbps","Not Disclosed","IN",2000-11-16
"197540","netcup-AS","netcup GmbH","DE","","Mostly Outbound","DE",2011-01-26
"38553","DCTECHDVO-AS-AP","Dctech Micro Services","PH","","Not Disclosed","PH",2007-04-26
"47895","R-LINE-AS","LTD ""Erline""","RU","100-200Gbps","Heavy Inbound","RU",2008-09-11
"133335","IDNIC-PNP-AS-ID","Politeknik Negeri Padang","ID","","Not Disclosed","ID",2014-02-05
"263490","PIMENTEL & COSTA LTDA - ME","PIMENTEL & COSTA LTDA - ME","BR","","","",NA
"262702","Granadanet Servicos de Informatica S/C. Ltda.","Granadanet Servicos de Informatica S/C. Ltda.","BR","","","BR",2009-11-24
"264294","Itech Telecom","Itech Telecom","BR","5-10Gbps","Heavy Outbound","BR",2015-06-11
"134426","MAHATAA-AS-AP","Mahataa Information India Private Limited","IN","","","IN",2015-07-23
"24559","GMOBILE-MN","G-Mobile Corporation","MN","","Not Disclosed","MN",2006-02-09
"55330","GCN-DCN-AS","AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK","AF","","Not Disclosed","AF",2009-12-08
"52941","SPACE NETWORK INFORMiÂ¿Â½TICA LTDA","SPACE NETWORK INFORMiÂ¿Â½TICA LTDA","BR","200-300Gbps","Mostly Inbound","BR",2012-08-21
"8331","RINET-AS","Cronyx Plus Ltd","RU","20-50Gbps","Balanced","RU",1997-06-03
"6327","SHAW","Shaw Communications Inc.","CA","1-5Tbps","Mostly Inbound","CA",1996-03-08
"59517","ASMULTISTREAM","Multistream Ltd.","RU","","","RU",2012-07-31
"17547","M1NET-SG-AP","M1 NET LTD","SG","50-100Gbps","Mostly Inbound","SG",2000-12-29
"265445","TurboNet Telecom","TurboNet Telecom","BR","20-50Gbps","Heavy Outbound","",NA
"23888","NTC-AS-AP","National Telecommunication Corporation HQ,","PK","10-20Gbps","Balanced","PK",2003-09-10
"47359","CITYNET-ZP-AS","""Tvoi Net"" Ltd.","UA","","","UA",2008-06-06
"52026","TRUF-AS","TRUF d.o.o.","RS","","","RS",2010-12-17
"11260","EASTLINK-HSI","EastLink","CA","","Mostly Inbound","CA",1998-06-04
"206638","hostfory","PE Brezhnev Daniil","UA","","","UA",2018-04-23
"25553","GLUHOV-TRK","TRK Gluhov Ltd.","UA","","","UA",2009-08-05
"36977","Airtel-UG","Airtel Uganda","UG","","","UG",2014-02-13
"43865","INTEK-M-AS","Intek-M LLC","RU","","","RU",2007-10-11
"7482","APOL-AS","Asia Pacific On-line Service Inc.","TW","","","",NA
"50668","DIALOGK-AS","Dialog-K LLC","RU","","","RU",2018-10-08
"45588","BTCL-ISP-AS","Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.","BD","100-200Gbps","Heavy Inbound","BD",2008-12-29
"25505","CHEREDA-KV-AS","Kyiv, Ukraine","UA","","","UA",2002-12-12
"30886","KOMITEX-AS","PP KOM i TEX","UA","20-50Gbps","Mostly Inbound","UA",2004-01-06
"25124","DATAK","**********Rightel Communication Service Company PJS**********","IR","100-1000Mbps","Mostly Inbound","IR",2002-07-31
"12310","iNES","Bucharest / ROMANIA","RO","20-50Gbps","Balanced","RO",1999-03-02
"262428","Link10 - Cataguases Net Ltda","Link10 - Cataguases Net Ltda","BR","100-200Gbps","Mostly Inbound","BR",2011-03-29
"265453","G.A.L. COELHO ME","G.A.L. COELHO ME","BR","","","BR",2016-08-31
"38841","kbro-AS-TW","kbro CO. Ltd.","TW","","Mostly Inbound","",NA
"48011","DigiTurunc","Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi","TR","200-300Gbps","Balanced","TR",2018-04-12
"133480","INTERGRID-AS-AP","Intergrid Group Pty Ltd","AU","20-50Gbps","Balanced","AU",2014-05-11
"12810","VIPNET-AS","3G/GSM and Internet Service Provider","HR","","","HR",1999-11-18
"135632","CNSPL-AS-AP","Cactus Network Solutions (CNS) Pvt Ltd","PK","","Mostly Inbound","PK",2016-10-14
"135183","INSTANET-AS-IN","Instalinks","IN","5-10Gbps","Balanced","",NA
"57214","VIDIKON","Vidikon-K, CJSC","RU","","","RU",2011-08-24
"264369","INHAMBUPE ON-LINE COM COM. E SERV. DE INFORMiÂ¿Â½TICA","INHAMBUPE ON-LINE COM COM. E SERV. DE INFORMiÂ¿Â½TICA","BR","","","BR",2014-09-17
"136328","CABLENET-AS","S S Cablenet","IN","5-10Gbps","Mostly Inbound","",NA
"132641","NETCITI-AS-ID","PT Netciti Persada","ID","10-20Gbps","Mostly Inbound","",NA
"135273","NTCASIA-AS-AP","NTC ASIA LIMITED","HK","","","HK",2016-03-21
"269732","WUIPI TECH CA","WUIPI TECH CA","VE","","","VE",2019-07-26
"47702","DISCOVERY-AS","Teleradiocompany Discovery Ltd.","UA","50-100Gbps","Mostly Inbound","UA",2008-08-05
"48320","KETIS-AS","KETIS Ltd.","RU","","","RU",2008-11-12
"30855","Tele-plus-AS","Tele-plus LLC","RU","","","RU",2003-12-19
"45661","CAPTURE-AP","Capture Network Systems Pvt Ltd","IN","","Not Disclosed","IN",2009-03-23
"45996","DAOU-AS-KR","DAOU TECHNOLOGY","KR","50-100Gbps","Mostly Outbound","",NA
"53223","Master Net Telecom LTDA","Master Net Telecom LTDA","BR","10-20Gbps","Not Disclosed","BR",2010-11-10
"14178","Megacable Comunicaciones de Mexico, S.A. de C.V.","Megacable Comunicaciones de Mexico, S.A. de C.V.","MX","1-5Tbps","Balanced","MX",1999-11-02
"135746","CITYLINE-AS","Cityline Networks Pvt Ltd","IN","","Not Disclosed","",NA
"58966","IRINN AS-BLOCK","IRINN AS-BLOCK","IN","1-5Gbps","Heavy Inbound","",NA
"3229","DARINET-AS","Darinet Ltd.","RU","","","RU",2015-11-16
"198375","INU-AS","INULOGIC SARL","FR","","","FR",2011-12-30
"196961","TELEPORT-NET","Teleport LLC","AZ","","","AZ",2010-03-09
"9506","SINGTEL-FIBRE","Singtel Fibre Broadband","SG","","","SG",1999-03-28
"28665","Predlink Rede de TelecomuniciÂ¿Â½iÂ¿Â½es Ltda","Predlink Rede de TelecomuniciÂ¿Â½iÂ¿Â½es Ltda","BR","300-500Gbps","Heavy Inbound","BR",2006-09-20
"135755","GFIBER-AS","Fiberlink Communication Pvt. Ltd.","IN","100-1000Mbps","Not Disclosed","",NA
"719","ELISA-AS","Helsinki, Finland","FI","","Not Disclosed","FI",1993-09-01
"57181","ASRTK","OOO RTK","RU","","","RU",2011-08-12
"59078","YUNIFY-NET","Yunify Technologies Inc.","CN","","Not Disclosed","",NA
"38031","OPTIMAX-BD-AS-AP","OptiMax Communication Ltd.","BD","10-20Gbps","Balanced","BD",2006-05-25
"197015","DOMINION-AS","SPD Antipov O.V.","UA","","","UA",2010-04-12
"52323","Colsecor Cooperativa Limitada","Colsecor Cooperativa Limitada","AR","300-500Gbps","Mostly Inbound","AR",2011-05-09
"15713","GCN-UA","LLC Global-City-Net","UA","","","UA",2007-02-26
"23956","AMBERIT-BD-AS","AmberIT Limited","BD","20-50Gbps","Not Disclosed","BD",2005-03-15
"36974","MTNCI-AS","MTN CA´te daIvoire","CI","50-100Gbps","Mostly Inbound","CI",2014-10-06
"61878","FIBER CONECTIVIDADE LTDA ME","FIBER CONECTIVIDADE LTDA ME","BR","","Not Disclosed","",NA
"52361","ARSAT - Empresa Argentina de Soluciones Satelitales S.A.","ARSAT - Empresa Argentina de Soluciones Satelitales S.A.","AR","","Balanced","AR",2012-02-29
"11351","TWC-11351-NORTHEAST","Charter Communications Inc","US","","","US",1998-07-14
"201151","intermax","InterMAX Regional Networks LLC","RU","","","RU",2018-07-10
"35047","AbissNet","Abissnet sh.a.","AL","50-100Gbps","Mostly Inbound","AL",2005-05-23
"57044","BRYANSK-AS","JSC ""ER-Telecom Holding""","RU","","","RU",2011-07-07
"61868","NETFACIL INTERNET VIA RADIO E INFORMATICA LTDA - M","NETFACIL INTERNET VIA RADIO E INFORMATICA LTDA - M","BR","","","BR",2014-07-10
"52909","Vox TelecomunicaiÂ¿Â½iÂ¿Â½es do Brasil Ltda","Vox TelecomunicaiÂ¿Â½iÂ¿Â½es do Brasil Ltda","BR","1-5Gbps","Balanced","",NA
"51669","HCN-NET","Home Computer Networks ltd.","RU","","","RU",2010-10-18
"27775","Telecommunicationcompany Suriname - TeleSur","Telecommunicationcompany Suriname - TeleSur","SR","100-200Gbps","Mostly Inbound","SR",2005-06-28
"57218","RighTel","""Rightel Communication Service Company PJS""","IR","","","IR",2011-08-25
"21574","Century Telecom Ltda","Century Telecom Ltda","BR","1-5Gbps","Mostly Inbound","BR",2001-06-07
"21021","MULTIMEDIA-AS","Cable DTV Internet Voice Provider in Poland.","PL","100-200Gbps","Mostly Inbound","PL",2001-07-30
"28186","ITS TELECOMUNICACOES LTDA","ITS TELECOMUNICACOES LTDA","BR","500-1000Gbps","Heavy Inbound","BR",2008-02-26
"135266","SENNET-AS","AAKASH INTERNET SERVICES PRIVATE LIMITED","IN","","Not Disclosed","",NA
"35549","METRONET-AS","Zagreb, Croatia","HR","","Mostly Inbound","HR",2005-09-02
"132882","OHANA-AS-AP","Ohana Communications Sdn Bhd","MY","100-1000Mbps","Mostly Inbound","MY",2013-06-26
"39578","MAXIMA","Ltd ""Maxima""","RU","","","RU",2006-03-21
"35197","VISP-LB-AS","Virtual ISP s.a.l.","LB","20-50Gbps","Mostly Inbound","LB",2005-06-22
"22724","PUNTONET S.A.","PUNTONET S.A.","EC","20-50Gbps","Mostly Inbound","EC",2001-11-12
"52938","EMA ComiÂ¿Â½rcio de EletriÂ¿Â½nicos e Servicos Ltda.","EMA ComiÂ¿Â½rcio de EletriÂ¿Â½nicos e Servicos Ltda.","BR","5-10Gbps","Mostly Inbound","BR",2012-08-20
"135808","FIBERZON-AS","Fiberzone Communications Pvt Ltd","IN","20-50Gbps","","",NA
"53158","Net Turbo Telecom","Net Turbo Telecom","BR","50-100Gbps","Mostly Inbound","BR",2010-07-01
"39378","servinga","servinga GmbH","DE","","Balanced","DE",2018-01-16
"20746","ASN-IDC","T.NO.OM.I.NC","IT","","","IT",2001-05-16
"8850","RIPE NCC ASN block","RIPE NCC ASN block","","","","",NA
"8779","INFOCOM-KM","Khmelnitsky, Ukraine","UA","10-20Gbps","Mostly Inbound","UA",1998-05-07
"37204","TELONE","Telone PVT Ltd","ZW","20-50Gbps","Mostly Inbound","ZW",2010-04-16
"45766","TRIANGLESERVICES","Triangle Services Limited.","BD","50-100Gbps","Mostly Inbound","BD",2009-05-05
"12332","PRIMORYE-AS","PJSC Rostelecom (ex RU.PRIMORYE)","RU","","","RU",1999-03-17
"58821","IDNIC-LJN-AS-ID","PT Lintas Jaringan Nusantara","ID","50-100Gbps","Mostly Inbound","",NA
"136330","IRINN AS-BLOCK","IRINN AS-BLOCK","IN","","Not Disclosed","",NA
"50260","SVYAZ-ALIANS-AS","OOO ""Svyaz Alians""","RU","","","RU",2012-10-04
"21412","CGATES-AS","UAB ""Cgates""","LT","","Mostly Inbound","LT",2001-12-01
"37693","TUNISIANA","TUNISIANA","TN","300-500Gbps","Mostly Inbound","TN",2014-01-30
"135139","SKYNTPL-AS-AP","Skylink Fibernet Private Limited","IN","50-100Gbps","Mostly Inbound","IN",2018-05-03
"8926","MOLDTELECOM-AS","Moldtelecom Autonomous System","MD","300-500Gbps","Balanced","MD",1998-08-13
"136287","FALCONET-AS-IN","Falconet Internet Pvt.ltd.","IN","20-50Gbps","","",NA
"22324","XTEL","XTEL Communications","US","","Mostly Inbound","US",2001-09-07
"49342","SpeedyLine","OOO ""MediaSeti""","RU","50-100Gbps","Mostly Inbound","RU",2009-05-22
"23944","SKYBB-AS-AP","SKYBroadband SKYCable Corporation","PH","","Mostly Inbound","PH",2008-05-28
"131269","BEAMTELE-AS-AP","ACTFIBERNET Pvt Ltd","IN","","Not Disclosed","IN",2009-12-14
"196821","MHM-AS","AzInTelecom LLC","AZ","","","AZ",2009-07-14
"51371","ASENETAM","Ashtarak-Elit Ltd.","AM","","","AM",2010-08-03
"136617","FTCL-AS-AP","Fortune Telecom Company Limited","MM","5-10Gbps","Mostly Inbound","MM",2017-06-01
"267363","LINK TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","LINK TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BR","","Not Disclosed","BR",2018-04-05
"48265","ITIRANA-AL-AS","Import from Pronet","AL","","Balanced","AL",2008-10-31
"21277","Newroz-Telecom-ASN","Allay Nawroz Telecom Company for Communication/Ltd.","IQ","500-1000Gbps","Mostly Inbound","IQ",2008-10-09
"5416","UNSPECIFIED","Internet Service Provider","BH","","Heavy Inbound","BH",1995-09-12
"262567","TELECOM FOZ","TELECOM FOZ","BR","20-50Gbps","Mostly Inbound","BR",2011-08-26
"23889","MauritiusTelecom","MAURITIUS TELECOM","MU","","Not Disclosed","MU",2004-09-10
"2119","TELENOR-NEXTEL","Telenor Norge AS","NO","1-5Tbps","Balanced","NO",1993-02-25
"27796","Galaxy Communications","Galaxy Communications","PA","1-5Gbps","Heavy Inbound","PA",2005-11-08
"45117","INPL-IN-AP","Ishan's Network","IN","","","IN",2008-02-26
"56246","SDI-AS-ID","PT Sumber Data Indonesia","ID","100-200Gbps","Mostly Inbound","",NA
"7545","TPG-INTERNET-AP","TPG Telecom Limited","AU","","Mostly Inbound","AU",1997-04-25
"38584","CUBEXS-AS-AP","CubeXS Pvt Ltd, Internet Service Provider Pakistan","PK","","","PK",2007-06-08
"13055","CSVLG-AS","MTS PJSC","RU","","","RU",2009-09-18
"264685","REDES DEL OESTE S.A","REDES DEL OESTE S.A","AR","","Not Disclosed","AR",2016-03-15
"8439","AIST","Togliatti, Russia","RU","","","RU",1997-08-25
"45775","WISHNET-AS-AP","WISH NET PRIVATE LIMITED","IN","20-50Gbps","Mostly Inbound","IN",2009-05-12
"138123","DEXA-AS-ID","PT. ADEAKSA INDO JAYATAMA","ID","20-50Gbps","Heavy Inbound","",NA
"263765","XINWEI INTELCOM.NIC, S.A.","XINWEI INTELCOM.NIC, S.A.","NI","","Not Disclosed","NI",2015-05-12
"41161","REALWEB-AS","Individual Ihor Olehovich Zhuravlyov","RU","","","RU",2006-06-23
"27693","NipBr - NipCable do Brasil Telecom LTDA","NipBr - NipCable do Brasil Telecom LTDA","BR","50-100Gbps","Mostly Inbound","BR",2003-06-16
"265175","AS SISTEMAS LTDA","AS SISTEMAS LTDA","BR","20-50Gbps","Balanced","BR",2015-12-01
"267942","PRIMELINE LATAM LTDA","PRIMELINE LATAM LTDA","BR","500-1000Gbps","Balanced","BR",2018-11-06
"16019","VODAFONE-CZ-AS","Vodafone Czech Republic a.s.","CZ","1-5Tbps","Mostly Inbound","CZ",2000-11-24
"9286","KINXIDC-AS-KR","KINX","KR","100-200Gbps","Balanced","KR",2002-09-06
"58879","ANCHNET","Shanghai ruisu network technology co.,LTD","CN","200-300Gbps","Mostly Outbound","CN",2013-03-22
"17625","BLAZENET-IN-AP","BlazeNet's Network","IN","100-200Gbps","Balanced","IN",2001-01-22
"28169","BITCOM PROVEDOR DE SERVICOS DE INTERNET LTDA","BITCOM PROVEDOR DE SERVICOS DE INTERNET LTDA","BR","50-100Gbps","Mostly Inbound","BR",2009-06-29
"8717","A1BG","A1 Bulgaria EAD","BG","300-500Gbps","Mostly Inbound","BG",1998-03-19
"327996","ACCELERIT","Accelerit Technologies PTY LTD","ZA","","Not Disclosed","ZA",2016-04-04
"48149","ITKM-AS","Ivanteevskie telecommunicacii Ltd","RU","","","RU",2008-10-20
"26210","AXS Bolivia S. A.","AXS Bolivia S. A.","BO","20-50Gbps","Not Disclosed","BO",2002-07-25
"134968","MAYACYBERWORLD-AS-AP","Mizanur Rahman t/a Maya Cyber World","BD","","","BD",2015-12-10
"262391","ACESSOLINE TELECOM ACESSO (ALT)","ACESSOLINE TELECOM ACESSO (ALT)","BR","100-1000Mbps","Balanced","BR",2012-02-23
"37211","MAX-NET-FOR-INTERNET-SERVICES","MAX NET FOR INTERNET SERVICES","SD","","","SD",2015-09-08
"133232","SAMPARKESTATES-AS-IN","SAMPARK ESTATES PVT. LTD.","IN","50-100Gbps","Not Disclosed","",NA
"132453","TRIPLE-PLAY-IN","TRIPLE PLAY BROADBAND PRIVATE LIMITED","IN","200-300Gbps","Balanced","IN",2012-10-16
"4761","INDOSAT-INP-AP","INDOSAT Internet Network Provider","ID","300-500Gbps","Mostly Inbound","ID",1996-07-16
"4795","INDOSATM2-ID","INDOSATM2 ASN","ID","5-10Gbps","Heavy Inbound","ID",1996-10-30
"57534","ASAHMEDOV","PE Ahmedov Alil Aliomarovich","RU","","","RU",2011-11-23
"63986","CIX-PH","U506 Executive Bldg 369 G. Puyat Ave cor Makati Ave","PH","","","PH",2015-05-22
"265301","UPNET TELECOMUNICACOES EIRELI","UPNET TELECOMUNICACOES EIRELI","BR","","","BR",2016-01-27
"267622","UNILINK PROVEDOR LTDA","UNILINK PROVEDOR LTDA","BR","5-10Gbps","Mostly Inbound","BR",2017-09-27
"24921","LMT-3G","Riga, Latvia","LV","","Mostly Inbound","LV",2002-05-23
"56534","PIRIX-INET-AS","PIRIX, St.Petersburg, Russia","RU","20-50Gbps","Balanced","RU",2011-03-11
"45942","SIKKANET-AS-AP","Sikka Broadband Pvt. Ltd.","IN","20-50Gbps","Mostly Inbound","IN",2009-10-22
"57233","ASKOMPANON","Kompanon LLC.","RU","","","RU",2011-08-29
"267470","Caxias Online","Caxias Online","BR","100-200Gbps","Heavy Inbound","BR",2017-08-14
"51411","Afra-Rasa","Afra-Rasa","IR","","","IR",2010-08-17
