"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"262744","ICENET TELECOMUNICACOES LTDA - ME","ICENET TELECOMUNICACOES LTDA - ME","BR","10-20Gbps","Mostly Inbound","BR",2010-08-18
"29124","ISKRATELECOM-AS","SEVEN-SKY","RU","200-300Gbps","Mostly Inbound","RU",2003-06-11
"42852","BCDBBN-AS","Solidere Beyrouth Downtown Metro Ethernet","LB","","Not Disclosed","LB",2007-04-26
"267424","G.C.TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA-ME","G.C.TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA-ME","BR","","","BR",2017-07-27
"269859","INFINITICS S.A.","INFINITICS S.A.","VE","","Not Disclosed","VE",2019-12-02
"48858","Milecom-as","JSC ""ER-Telecom Holding""","RU","20-50Gbps","Balanced","RU",2009-02-19
"27887","WIND Telecom S.A.","WIND Telecom S.A.","DO","20-50Gbps","Balanced","DO",2007-03-26
"138544","HK-ONLINE-AS","HK Online","BD","20-50Gbps","Balanced","BD",2019-01-09
"268126","DGNETSP EIRELI","DGNETSP EIRELI","BR","50-100Gbps","Mostly Inbound","BR",2019-01-10
"28787","BAKINTER-AS","Bakinternet ISP, Azerbaijan","AZ","","","AZ",2003-02-24
"9063","SAARGATE-AS","VSE NET GmbH","DE","50-100Gbps","Mostly Inbound","DE",1998-11-18
"44684","MYTHIC","Mythic Beasts Ltd","GB","20-50Gbps","Mostly Outbound","GB",2008-02-22
"140596","STNC-AS-AP","SHENZHEN TUTENG NETWORK CO.,LTD","HK","","","CN",2020-04-23
"134928","SPIDERLINK-AS","Spiderlink Networks Pvt Ltd","IN","50-100Gbps","Not Disclosed","IN",2015-12-07
"59533","LUKYANOVA-AS","Lukjanova Lydia Andreevna PE","RU","","","RU",2012-08-02
"37197","SUDREN","The Sudanese Universities Education Network","SD","","","SD",2010-04-07
"131445","AIS3G-2100-AS-AP","Advance Wireless Network","TH","","","TH",2011-06-29
"42248","Vida-Optics","Vida optics TVV Ltd.","BG","","","BG",2007-01-23
"51765","CREANOVA-AS","Oy Creanova Hosting Solutions Ltd.","FI","100-200Gbps","Balanced","FI",2010-11-02
"131207","SINET-KH","SINET, Cambodia's specialist Internet and Telecom Service Provider.","KH","","Not Disclosed","KH",2009-08-19
"134153","XPLORECYBERNET-AS-AP","MD Manir Hossen trading as Xplore Cyber & Net","BD","","","BD",2017-07-04
"52588","","","","","","",NA
"53078","Acesse ComunicaiÂ¿Â½iÂ¿Â½o Ltda","Acesse ComunicaiÂ¿Â½iÂ¿Â½o Ltda","BR","20-50Gbps","Mostly Inbound","BR",2009-10-01
"34779","T-2-AS","AS set propagated by T-2 d.o.o.","SI","300-500Gbps","Balanced","SI",2005-04-05
"16816","S-NETCOM","S-Net, Inc.","US","","","US",2007-01-05
"47193","LAN-Optic","LAN-Optic, Ltd","RU","","","RU",2008-05-14
"12406","BN-AS","Belarussian data communication service provider.","BY","","","BY",1999-11-18
"4638","IS-FJ-AS","Telecom Fiji Limited","FJ","1-5Gbps","Mostly Inbound","FJ",1995-10-26
"133246","SOFTWORLD-AS-IN","softnet network","IN","5-10Gbps","Balanced","",NA
"61965","KIROVSKOE-AS","PE Ziyangirova Tetyana Volodymirovna","UA","","","UA",2014-04-14
"263749","Junta Administrativa del Servicio ElAÂ©ctrico Municipal de Cartago(JASEC)","Junta Administrativa del Servicio ElAÂ©ctrico Municipal de Cartago(JASEC)","CR","10-20Gbps","Balanced","CR",2015-03-31
"133320","ALPHA-AS-AP","Alpha InfoLab Private limited","IN","","","IN",2014-01-22
"18103","NEUVIZ-AS-ID-AP","Neuviz Net","ID","5-10Gbps","Mostly Inbound","ID",2002-01-23
"38500","CROSSNET-AS-ID","PT. Cross Network Indonesia","ID","","Not Disclosed","",NA
"140063","TIMETECHNOLOGY-AS-AP","Time Technology","BD","","Not Disclosed","BD",2020-01-26
"35154","TELENET-AS","PJSC Rostelecom","RU","","","RU",2005-06-14
"28652","TelecomunicaiÂ¿Â½iÂ¿Â½es Nordeste Ltda.","TelecomunicaiÂ¿Â½iÂ¿Â½es Nordeste Ltda.","BR","","","BR",2006-06-30
"49985","IP4ISP","IP4ISP z.s.p.o","CZ","50-100Gbps","Mostly Inbound","CZ",2009-10-21
"9340","INDONET-AS-AP","INDO Internet, PT","ID","5-10Gbps","Balanced","ID",1998-07-30
"48730","ARTNET-AS","Skillvps LLC","UA","","","UA",2009-01-20
"42431","B-NET","BiConsult Eood","BG","","","BG",2007-02-20
"263307","ITSOnline Com. Ltda.","ITSOnline Com. Ltda.","BR","","","BR",2014-02-18
"327750","JENNY-INTERNET","JENNY INTERNET (PTY) LTD","ZA","10-20Gbps","Mostly Inbound","ZA",2014-04-15
"137596","LINKSTIN-AS-IN","LinkStar Technologies Pvt Ltd","IN","","Not Disclosed","",NA
"205400","Vivoconnection","VIVO CONNECTION spol. s r.o.","CZ","","","CZ",2017-09-05
"24400","CMNET-V4shanghai-AS-AP","Shanghai Mobile Communications Co.,Ltd.","CN","","","CN",2005-04-19
"265559","JosAÂ© Homero TreviAÂ±o VillaseAÂ±or","JosAÂ© Homero TreviAÂ±o VillaseAÂ±or","MX","","","MX",2018-10-23
"60117","HS","Host Sailor Ltd","AE","","","AE",2014-05-13
"207459","AS-TEKNOSOS-INT","TEKNOSOS BILISIM HIZMETLERI VE TIC. LTD. STI.","TR","100-200Gbps","Balanced","TR",2020-01-28
"21409","IKOULA","Ikoula Net SAS","FR","50-100Gbps","Balanced","FR",2001-11-30
"135783","COMEXCOM-AS","Comex Computer Pvt Ltd","IN","","","",NA
"28048","Internet Para Todos - Gobierno de La Rioja","Internet Para Todos - Gobierno de La Rioja","AR","20-50Gbps","Heavy Inbound","AR",2009-03-31
"206804","EstNOC-GLOBAL","EstNOC OY","EE","","Not Disclosed","EE",2016-11-03
"42110","STK-AS","PJSC ""Vimpelcom""","RU","","","RU",2006-12-19
"264944","enzo serviiÂ¿Â½os e comercio de telecomunicaiÂ¿Â½iÂ¿Â½es ltda","enzo serviiÂ¿Â½os e comercio de telecomunicaiÂ¿Â½iÂ¿Â½es ltda","BR","","Not Disclosed","BR",2016-04-26
"28191","Jupiter Telecomunicacoes e Informatica Ltda","Jupiter Telecomunicacoes e Informatica Ltda","BR","50-100Gbps","Mostly Inbound","BR",2008-03-11
"269803","INVENTA TELECOMUNICACIONES EIRL","INVENTA TELECOMUNICACIONES EIRL","PE","5-10Gbps","Not Disclosed","PE",2019-10-06
"43521","RECOM-OREL-AS","Recom LLC","RU","","","RU",2007-08-16
"61918","RALUEL COMERCIO LTDA ME","RALUEL COMERCIO LTDA ME","BR","10-20Gbps","Balanced","BR",2014-05-08
"25478","IHOME-AS","iHome LLC","RU","1-5Tbps","Balanced","RU",2002-12-04
"44668","ZNET","Znet","UA","20-50Gbps","Mostly Inbound","UA",2008-02-21
"29695","Altibox_AS","Norway","NO","1-5Tbps","Mostly Inbound","NO",2003-11-14
"14813","BB-COLUMBUS","Columbus Telecommunications (Barbados) Limited","BB","50-100Gbps","Mostly Inbound","BB",2007-03-15
"27696","Columbus Networks de Honduras S. de R.L.","Columbus Networks de Honduras S. de R.L.","HN","","Not Disclosed","HN",2003-05-21
"61724","MASTERNET TELECOM LTDA ME","MASTERNET TELECOM LTDA ME","BR","","","BR",2014-08-01
"137579","BOLSYSTEM-AS-AP","BOL System","BD","","Not Disclosed","BD",2018-04-19
"47939","YALTANET","TDV ""Teleradio company ""Yalta""","RU","","","RU",2008-09-18
"197255","VSESVIT-AS","ZAT Televizijni kabelni merezhi Vsesvit","UA","","","UA",2010-09-06
"139432","IDNIC-BOGORKAB-AS-ID","Diskominfo Kab. Bogor","ID","","","",NA
"135834","MULTIFI-AS","Multicraft Digital Technologies Private Limited","IN","","Balanced","",NA
"8972","GD-EMEA-DC-SXB1","GoDaddy","DE","50-100Gbps","Mostly Outbound","DE",2001-10-12
"48004","KCT-AS","***KCT-AS***","UA","","","UA",2008-09-26
"262375","Data Info Comercio e Servico Ltda.","Data Info Comercio e Servico Ltda.","BR","50-100Gbps","Mostly Inbound","",NA
"48470","JSCMTUKRISTALL-AS","Joint Stock Company MTU Kristall","RU","","","RU",2008-12-01
"327942","LANDMARK-UNIVERSITY","LANDMARK UNIVERSITY OMU-ARAN","NG","100-1000Mbps","Mostly Inbound","NG",2015-10-13
"52726","TxFiber Telecom Eireli","TxFiber Telecom Eireli","BR","5-10Gbps","Balanced","",NA
"268754","FIBER GIGA PROVEDORES DE INTERNET LTDA","FIBER GIGA PROVEDORES DE INTERNET LTDA","BR","5-10Gbps","Mostly Inbound","BR",2019-03-01
"60764","TK-Telecom","Telecom Samara LLC","RU","20-50Gbps","Mostly Inbound","RU",2013-05-16
"47196","Garant-Park-Internet","Garant-Park-Internet LLC","RU","","","RU",2008-05-14
"37552","Gamtel","Gamtel","GM","","","GM",2013-02-05
"267850","ALVES GOES WARLEY","ALVES GOES WARLEY","AR","","","AR",2019-05-10
"213373","IPCONNECT","IP Connect Inc","SC","300-500Gbps","Heavy Outbound","SC",2020-04-14
"137145","LWDNPL-AS","Light Wave Digital Network Private Limited","IN","100-1000Mbps","Balanced","",NA
"264275","ROLIM NET TECNOLOGIA LTDA","ROLIM NET TECNOLOGIA LTDA","BR","","Not Disclosed","BR",2015-06-02
"263129","Wavemax Internet","Wavemax Internet","BR","5-10Gbps","Not Disclosed","BR",2014-05-09
"41371","BIKADA","BiKaDa TOO","KZ","","","KZ",2006-08-02
"45382","EHOSTIDC-AS-KR","EHOSTICT","KR","","Not Disclosed","",NA
"29544","MAURITEL","Mauritanian Telecommunication Company","MR","","","MR",2012-06-21
"37124","tigo-rw-as","Airtel Rwanda Ltd.","RW","","","RW",2009-08-05
"56326","ASDEVYATKA","9-ka.ru Ltd.","RU","","","RU",2011-01-31
"268769","WEB FIBRA SERGIPE TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","WEB FIBRA SERGIPE TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BR","","","",NA
"140173","KISPLD-AS","Kavya Internet Services Pvt. Ltd.","IN","","","",NA
"28917","Fiord-AS","IP-transit operator in Europe","LT","1-5Tbps","Balanced","LT",2003-04-03
"20207","Gigared S.A.","Gigared S.A.","AR","50-100Gbps","Mostly Inbound","AR",2001-04-05
"265171","SITELBRA LTDA","SITELBRA LTDA","BR","","Balanced","BR",2015-12-01
"6876","TENET-AS","TENET Scientific Production Enterprise LLC","UA","100-200Gbps","Mostly Inbound","UA",1996-12-17
"263535","REDE GLOBAL TECNOLOGIA LTDA ME","REDE GLOBAL TECNOLOGIA LTDA ME","BR","1-5Gbps","Mostly Inbound","BR",2014-01-21
"32437","edgeconnect-legacy","CYBERTEK-ZA","ZA","10-20Gbps","Mostly Inbound","ZA",2004-05-03
"263574","ETECC FIBRA OPTICA","ETECC FIBRA OPTICA","BR","","Not Disclosed","BR",2013-08-09
"212665","SANDEFJORD-FIBER","Sandefjord Fiber AS","NO","","Not Disclosed","NO",2023-06-27
"49583","Kom_lan_ltd-AS","Kom lan Ltd","RU","","","RU",2009-07-08
"41302","MART-AS","KVS Ltd","RU","","","RU",2006-07-19
"7203","LEASEWEB-USA-SFO","Leaseweb USA, Inc.","US","","Heavy Outbound","US",1996-10-08
"138734","BTELECOM-AS-IN","Bakliwal Telecom Services Pvt Ltd","IN","10-20Gbps","Mostly Inbound","",NA
"39007","BALTICUM-TV-AS","UAB ""Balticum TV""","LT","","","LT",2005-11-25
"33762","","RAIN GROUP HOLDINGS (PTY) LTD","ZA","1-5Gbps","Balanced","ZA",2004-09-29
"3303","SWISSCOM","Swisscom (Switzerland) Ltd","CH","1-5Tbps","Mostly Inbound","CH",1994-10-28
"266624","CONEXAO VIP TELECOM","CONEXAO VIP TELECOM","BR","","","BR",2017-06-09
"200350","YandexCloud","Yandex.Cloud LLC","RU","","Mostly Outbound","RU",2018-08-02
"265166","SuperNetwork Telecom","SuperNetwork Telecom","BR","","","BR",2015-12-01
"15935","HA-VEL-LOCAL-AS","Czech republic","CZ","10-20Gbps","Balanced","CZ",2000-11-07
"1136","KPN","KPN National","NL","","Mostly Inbound","NL",1993-09-01
"134749","SPEEDTECHONLINE-AS-AP","SPEED TECH ONLINE","BD","1-5Gbps","Balanced","BD",2015-10-26
"33983","ARTMOTION-AS","ARTMOTION SH.P.K.","AL","100-200Gbps","Balanced","AL",2004-09-23
"266058","CAIOBA FIBRA COMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","CAIOBA FIBRA COMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BR","20-50Gbps","Not Disclosed","BR",2017-03-02
"134042","MAHAMEDIACOMLLP-AS-IN","MAHA Mediacom LLP","IN","10-20Gbps","Mostly Inbound","",NA
"266102","Net Speed BA","Net Speed BA","BR","","","BR",2017-03-22
"133235","GNET-AS-IN","GORAKHPUR NET SERVICES PVT. LTD.","IN","1-5Gbps","Mostly Inbound","",NA
"36549","LOGIC-36549","WestTel Ltd.","KY","","","KY",2006-01-30
"44377","MTNET-AS","MAGIC-NET","HR","","","HR",2008-01-09
"266623","Pedro F Arruda Junior ME","Pedro F Arruda Junior ME","BR","10-20Gbps","Heavy Inbound","BR",2017-06-09
"30992","MTN-NS-CAMEROON","MTN NS Cameroon","CM","20-50Gbps","Mostly Inbound","CM",2010-02-12
"137004","NETBEATS-AS-AP","Netbeats Infoway Pvt. Ltd.","IN","","","IN",2017-10-03
"131314","CBCCOM-AS-AP","China Broadband Communications (Hong Kong) Company Limited","HK","","Balanced","HK",2017-10-12
"265185","VIANET LTDA ME","VIANET LTDA ME","BR","5-10Gbps","Heavy Inbound","BR",2015-12-08
"29456","BELSVYAZ-AS","PJSC Rostelecom","RU","","","RU",2003-09-15
"136844","IDNIC-VERBIND-AS-ID","PT. VERBIND INTERNET SOLUSINDO","ID","","","",NA
"196838","ASC-AL-AS196838","""Albanian Satellite Communications"" sh.p.k.","AL","","","AL",2009-10-21
"265055","BMI TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BMI TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA","BR","20-50Gbps","Mostly Inbound","BR",2016-06-22
"59497","BUKNET-AS","UAR-NET","UA","","Balanced","UA",2012-07-25
"265387","INFORARTS - MARIA FABIANA JOSUE DE SOUZA HOLANDA","INFORARTS - MARIA FABIANA JOSUE DE SOUZA HOLANDA","BR","","","BR",2016-08-02
"52260","TAÂ©lAÂ©communications de HaitAÂ­ (Teleco)","TAÂ©lAÂ©communications de HaitAÂ­ (Teleco)","HT","10-20Gbps","Mostly Inbound","HT",2010-06-24
"328200","Al-Madar-Al-Jadeed","Al Madar Al Jadeed Joint Stock Company","LY","","","LY",2017-07-31
"263210","HV TELEVISION S.A.S","HV TELEVISION S.A.S","CO","20-50Gbps","","CO",2014-01-23
"135527","EXPLOREONLINE-AS-AP","Kazi Mohammad Shoabe T/A Explore Online","BD","","","BD",2016-06-02
"52654","Bi-Link Telecom","Bi-Link Telecom","BR","1-5Gbps","Not Disclosed","BR",2012-11-21
"269913","CABLE SELVA CENTRAL S.A.C.","CABLE SELVA CENTRAL S.A.C.","PE","","Not Disclosed","PE",2020-01-21
"55699","STARNET-AS-ID","PT. Cemerlang Multimedia","ID","20-50Gbps","Heavy Inbound","",NA
"21391","TDA-AS","TDA AS Maintainer","DZ","","","DZ",2007-09-20
"263250","Barbosa & Costa Ltda","Barbosa & Costa Ltda","BR","20-50Gbps","Not Disclosed","BR",2014-05-22
"37084","simbanet-tz","Simbanet (T) Ltd","TZ","5-10Gbps","Mostly Inbound","TZ",2009-01-21
"61304","CONNECTAZ-AS","Connect CJSC","AZ","","","AZ",2012-11-30
"15958","CETIN_doo_AS","CETINdoo-NET","RS","","Mostly Inbound","RS",2000-11-13
"38566","NTTCT-AS-TH-AP","NTTCTNET","TH","50-100Gbps","Mostly Inbound","TH",2007-05-17
"56621","IntexLtd-AS","Innovation Technologies Ltd","RU","","","RU",2011-04-12
"29688","VOSTOKLTD","Vostok Ltd. Yuzhnoukrainsk","UA","","","UA",2003-11-13
"397373","H4Y-TECHNOLOGIES","H4Y Technologies LLC","US","","Mostly Outbound","US",2019-03-08
"44218","CTBY-ASN","China Telecom Europe Ltd.","GB","","","GB",2016-11-22
"31577","PRORED","AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL","ES","1-5Gbps","Mostly Inbound","ES",2004-06-15
"28598","Mob Servicos de Telecomunicacoes Ltda","Mob Servicos de Telecomunicacoes Ltda","BR","500-1000Gbps","Mostly Inbound","BR",2005-07-15
"39651","TELE2-FIXED-SWEDEN","Tele2 Sverige AB","SE","1-5Tbps","Mostly Inbound","SE",2006-04-03
"27831","Colombia MAÂ³vil","Colombia MAÂ³vil","CO","","","CO",2006-06-05
"135524","UNIVERSITYOFDHAKA-AS-AP","university of dhaka","BD","","","BD",2016-06-02
"41989","KTBAC-AS","Dobrinka Bacanova","BG","","","BG",2006-11-28
"8517","ULAKNET","National Academic Network and Information Center","TR","","Mostly Inbound","TR",1997-10-21
"266510","Open Computadores LTDA ME","Open Computadores LTDA ME","BR","","","BR",2017-01-17
"138790","SST-AS-IN","Sankrish Systems And Technologies Pvt Ltd","IN","5-10Gbps","Not Disclosed","",NA
"134366","CCHL-AS-AP","Cloud Computing HK Limited","HK","100-1000Mbps","Balanced","HK",2015-06-30
"135718","DISHAWAVESINFONET-AS","DISHAWAVES INFONET PVT. LTD","IN","","","",NA
"56044","CMNET-AS-Liaoning","China Mobile communications corporation","CN","","","CN",2011-01-19
"57894","leonova-as","FOP Leonova Yliya Olexandrivna","UA","","","UA",2017-07-10
"18734","Operbes, S.A. de C.V.","Operbes, S.A. de C.V.","MX","1-5Tbps","Heavy Inbound","MX",2000-10-05
"52232","TelefonAÂ­a PAoblica y Privada S.A.","TelefonAÂ­a PAoblica y Privada S.A.","AR","5-10Gbps","Not Disclosed","AR",2010-04-06
"13682","Telgua","Telgua","GT","","","GT",1999-07-27
"196797","CityTeleNet","Joint Stock Company TransTeleCom","RU","","","RU",2009-10-20
"264265","VIAWEBRS TELECOMUNICAiÂ¿Â½iÂ¿Â½ES","VIAWEBRS TELECOMUNICAiÂ¿Â½iÂ¿Â½ES","BR","20-50Gbps","Mostly Inbound","BR",2015-05-28
"136635","GMAX-AS-IN","G-max It Services Private Limited","IN","","","",NA
"44252","MOJASUPERNOVA","TELEKOM SRBIJA a.d.","RS","","Not Disclosed","RS",2007-12-12
"22566","Maxcom Telecomunicaciones, S.A.B. de C.V.","Maxcom Telecomunicaciones, S.A.B. de C.V.","MX","50-100Gbps","Heavy Inbound","MX",2001-10-16
"61680","SANIEL MARTINS DE SOUZA - ME","SANIEL MARTINS DE SOUZA - ME","BR","5-10Gbps","Mostly Inbound","BR",2014-09-05
"39898","RIPE NCC ASN block","RIPE NCC ASN block","","","","",NA
"268136","Flip Telecom Eireli - ME","Flip Telecom Eireli - ME","BR","","Not Disclosed","BR",2019-01-14
"44143","A1SERBIA-AS","A1 Srbija d.o.o","RS","1-5Gbps","Mostly Inbound","RS",2007-11-23
"265686","PROVIDERS S.A.","PROVIDERS S.A.","AR","50-100Gbps","Balanced","AR",2017-03-23
"56463","ASAVICENA","OOO ""BSCOM""","RU","","","RU",2011-02-25
"20676","PLUSNET","AS-MACRO = AS20676:AS-PLN","DE","","Balanced","DE",2001-05-04
"59169","KNDG-AS","KNGD INFOSYS PVT LTD","IN","","Not Disclosed","",NA
"267519","CONEXAO INFORMATICA SILVA LTDA","CONEXAO INFORMATICA SILVA LTDA","BR","","","BR",2017-08-24
"263958","GPS NET SERVICOS EM INTERNET","GPS NET SERVICOS EM INTERNET","BR","","","BR",2015-08-24
"36487","NEB-SANDHILLS-NET","Consolidated Telephone Company","US","","","US",2006-01-18
"135484","BEST-AS-ID","PT. Bentang Selaras Teknologi","ID","100-1000Mbps","Mostly Inbound","",NA
"270284","NAVEG TELECOM","NAVEG TELECOM","BR","","","",NA
"48728","vodafoneqatar","Vodafone Qatar P.Q.S.C","QA","200-300Gbps","Mostly Inbound","QA",2009-01-20
"33387","NOCIX","Nocix, LLC","US","100-200Gbps","Mostly Outbound","US",2011-03-18
"267395","LINKWAP TECNOLOGIA DE ACESSO A INTERNET LTDA","LINKWAP TECNOLOGIA DE ACESSO A INTERNET LTDA","BR","","","BR",2018-04-13
"48411","IDEAL","TRC Ideal Broadband Cable ISP","UA","","Not Disclosed","UA",2008-11-24
"47654","VKS-internet","VKS-internet Ltd","RU","","","RU",2008-07-28
"47562","FastLink","Fast Link Ltd","RU","20-50Gbps","Mostly Inbound","RU",2008-07-10
"49718","NTS-REAL-AS","Nizhnevolzhskie Telecommunication Networks Real LLC","RU","","Mostly Inbound","RU",2009-08-27
"42568","DPNET","Bucharest, Insulei 4","RO","","","RO",2007-03-14
"44407","ASN-LINKT","Linkt SAS","FR","50-100Gbps","Mostly Inbound","FR",2016-11-10
"205424","ulunet","Ulunet Internet ve Iletisim Hizmetleri San. ve Tic. Ltd. Sti.","TR","","","TR",2017-08-28
"29491","KIEVLINE","KIEVLINE LLC","UA","","Not Disclosed","UA",2003-09-25
"36914","KENET-AS","KENET AS","KE","","Mostly Inbound","KE",2006-09-15
"12883","UCOMLINE","PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""","UA","","Mostly Inbound","UA",1999-12-22
"6878","AS6878","T-Systems International GmbH","DE","","","DE",1996-12-18
"135951","WEBICO-AS-VN","Webico Company Limited","VN","","","",NA
"264016","Snell TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda. ME","Snell TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda. ME","BR","5-10Gbps","Balanced","",NA
"396308","PROTELESIS-ASN","Xtelesis Corporation","US","","","US",2017-05-04
"139471","HWACENT-AS-AP","HWA CENT TELECOMMUNICATIONS LIMITED","TW","","","TW",2019-08-02
"268362","ALANHOUSE NET TELECOM LTDA - ME","ALANHOUSE NET TELECOM LTDA - ME","BR","","","BR",2018-07-17
"267642","T. TELES LEITE TELECOMUNICACOES LTDA ME","T. TELES LEITE TELECOMUNICACOES LTDA ME","BR","","Not Disclosed","BR",2017-10-04
"45779","LDN-AS-PK","IGI Financial Services","PK","","","PK",2009-05-15
"265703","AUSTRO INTERNET S.A.","AUSTRO INTERNET S.A.","CL","5-10Gbps","Balanced","CL",2017-04-20
"46015","EXABYTES-AS-AP","Exa Bytes Network Sdn.Bhd.","MY","","Mostly Outbound","MY",2009-11-12
"133024","XIM-HK","Room 704, ChinaChen Leighton Plaza","HK","","","HK",2013-07-29
"37154","ZAMTEL","ZAMTEL","ZM","1-5Gbps","Heavy Inbound","ZM",2009-11-08
"60139","Sever-Telecom","Sever Telecom JSC","RU","10-20Gbps","Balanced","RU",2014-05-01
"4694","IDCF","IDC Frontier Inc.","JP","200-300Gbps","Mostly Outbound","",NA
"131769","IDNIC-MAYATAMA-AS-ID","PT Mayatama Solusindo","ID","20-50Gbps","Heavy Inbound","",NA
"13285","OPALTELECOM-AS","TalkTalk Communications Limited","GB","10-20Tbps","Mostly Inbound","GB",2000-05-25
"56435","ASULTRANET","FOP Kukanov Vitaly Yurievich","UA","","","UA",2011-02-18
"197853","IrishTelcom","Digiweb ltd","IE","","","IE",2011-05-30
"53097","Lizitec TelecomunicaiÂ¿Â½iÂ¿Â½es Eireli","Lizitec TelecomunicaiÂ¿Â½iÂ¿Â½es Eireli","BR","10-20Gbps","Mostly Inbound","BR",2009-11-17
"62205","UNITEL","Saint-Petersburg, Russia, LLC Unitel","RU","","Mostly Inbound","RU",2013-12-27
"56972","AXON-AS","ISP AXON LTD","UA","10-20Gbps","Not Disclosed","UA",2011-06-27
"43574","DAGSV-AS","PJSC Rostelecom (Daghestan, Makhachkala)","RU","","","RU",2007-08-24
"43256","KIN-AS","Global Broadband Solution Inc","US","100-1000Mbps","Balanced","US",2007-07-04
"15930","WIPLINE-AS","WIPLINE, LLC","RU","","","RU",2006-07-25
"202053","UPCLOUD","UpCloud Ltd","FI","","Mostly Outbound","FI",2014-04-24
"15964","CAMNET-AS","CAMEROON TELECOMMUNICATIONS NETWORK","CM","100-200Gbps","Balanced","CM",2007-09-20
"59353","SPARKSYSTEMSLTD-BD","Spark Systems Ltd.","BD","","Not Disclosed","BD",2014-05-02
"29791","VOXEL-DOT-NET","Internap Holding LLC","US","","","US",2003-05-05
"139558","ULTRAWA-AS-IN","Ultrawave Internet Access Pvt Ltd","IN","","Not Disclosed","",NA
"19332","Marcatel Com, S.A. de C.V.","Marcatel Com, S.A. de C.V.","MX","","Not Disclosed","MX",2000-12-18
"138221","YNETT-AS-IN","Ynet Telecom Solutions","IN","","Not Disclosed","",NA
"140981","HRIS-AS-AP","HIGH RANGE INTERNET SERVICE","BD","","","BD",2020-08-05
"132783","AMARNATHINTERNETSOLUTION-AS-IN","AMARNATH INTERNET SOLUTION PVT LTD","IN","","","",NA
"37403","INFOGRO","Info-Gro (PTY) Ltd","ZA","1-5Gbps","Mostly Inbound","ZA",2011-12-08
"48506","METICAL-AS","Metical SRL","MD","","","MD",2008-12-04
"29226","MASTERTEL-AS","Moscow, Russia","RU","100-200Gbps","Balanced","RU",2003-07-03
